,Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,Smiles,Standard Value,Standard Units,pChEMBL Value
2154,CHEMBL4092736,,304.31,0,Cc1c(-c2c(N=O)nc3ncccn23)cnn1-c1ccccc1,1550.0,nM,5.81
2155,CHEMBL4798135,,322.49,1,CCCCCCCCCCCCCc1cc(O)cc(OC)c1O,1550.0,nM,5.81
2156,CHEMBL104502,,343.31,1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(N=[N+]=[N-])cc2)cc1,1550.0,nM,5.81
2157,CHEMBL71455,,344.39,0,CCc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,1559.55,nM,5.81
2158,CHEMBL155675,,352.87,1,COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCCC3)cc1,1560.0,nM,5.81
2159,CHEMBL4208086,,388.42,1,COc1ccc(-c2nc3cc(NC(=O)c4cccc(C)c4)ccc3o2)cc1OC,1560.0,nM,5.81
2160,CHEMBL474127,,242.27,0,C/C(=C\c1cc(O)cc(O)c1)c1ccc(O)cc1,1570.0,nM,5.8
2161,CHEMBL3113236,,369.73,0,O=S(=O)(Nc1ccncc1Nc1ccc(F)c(Cl)c1)C(F)(F)F,1570.0,nM,5.8
2162,CHEMBL2096835,,437.29,1,Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc([S@@+](C)[O-])cc2)o1,1580.0,nM,5.8
2163,CHEMBL1079875,,347.32,0,COc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,1580.0,nM,5.8
2164,CHEMBL414162,,360.82,0,CS(=O)(=O)c1ccc(-n2cc(C=O)nc2-c2ccc(Cl)cc2)cc1,1584.89,nM,5.8
2165,CHEMBL71022,,315.35,0,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2)cc1,1599.56,nM,5.8
2166,CHEMBL303674,,391.49,0,CC(C)(O)c1cc(-c2ccc(F)cc2)c(-c2ccc(S(N)(=O)=O)cc2)s1,1600.0,nM,5.8
2167,CHEMBL512227,HUMULONE,362.47,0,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C(O)(CC=C(C)C)C1=O,1600.0,nM,5.8
2168,CHEMBL3104544,,533.53,1,Cc1c(CC(=O)NC(CCO[N+](=O)[O-])C(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1600.0,nM,5.8
2169,CHEMBL16952,,410.50,1,CS(=O)(=O)c1ccc(-c2sc(-c3ccncc3)nc2-c2ccc(F)cc2)cc1,1600.0,nM,5.8
2170,CHEMBL1210018,,440.40,0,CO/N=[N+](/[O-])c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,1600.0,nM,5.8
2171,CHEMBL4848763,,543.65,2,COc1ccc(-c2cc(-c3nnc(SC/C(=N/O)c4ccccc4)n3-c3ccccc3)c3ccccc3n2)cc1,1600.0,nM,5.8
2172,CHEMBL4088373,,317.35,0,Cc1c(C2=C(N=O)Nc3ccccc3N2)cnn1-c1ccccc1,1610.0,nM,5.79
2173,CHEMBL44290,,371.43,0,CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,1610.0,nM,5.79
2174,CHEMBL3735534,,455.56,0,CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccccc3)C2)cc1,1620.0,nM,5.79
2175,CHEMBL1079073,,337.37,0,O=S(=O)(Nc1ccncc1NC1CCCCCC1)C(F)(F)F,1620.0,nM,5.79
2176,CHEMBL4096849,,558.68,2,COc1cc(/C=C/C(=O)c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc(OC)c1OC,1630.0,nM,5.79
2177,CHEMBL4454216,,423.27,0,N#Cc1c(/N=C/c2ccco2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,1650.0,nM,5.78
2178,CHEMBL4238681,,589.56,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc([N+](=O)[O-])cc2)n(-c2ccccc2)n1,1660.0,nM,5.78
2179,CHEMBL296411,TRISMETHOXYRESVERATROL,270.33,0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,1667.0,nM,5.78
2180,CHEMBL4080473,,383.88,0,Cc1c(C(=O)NCCc2ccc(N(C)C)cc2)nc2ccc(Cl)cc2c1O,1670.0,nM,5.78
2181,CHEMBL540166,,345.47,0,Cc1cc(-c2ccc(S(C)(=O)=O)cc2)nc(NC2CCCCC2)n1,1683.0,nM,5.77
2182,CHEMBL4103022,,409.92,0,Cc1c(C(=O)NCCc2ccc(N3CCCC3)cc2)nc2ccc(Cl)cc2c1O,1690.0,nM,5.77
2183,CHEMBL325755,,367.35,0,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1,1690.0,nM,5.77
2184,CHEMBL72294,,344.39,0,Cc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)c(C)oc2=O)cc1,1698.24,nM,5.77
2185,CHEMBL106192,,417.41,0,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2nccc3ccccc23)cc1,1698.24,nM,5.77
2186,CHEMBL605161,,387.24,0,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,1700.0,nM,5.77
2187,CHEMBL39013,,368.51,0,Cc1nc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)sc1C,1700.0,nM,5.77
2188,CHEMBL3596280,,449.60,0,COc1ccc([C@H]2C(CN3CCN(c4ccc(OC)cc4)CC3)=NO[C@@H]3CCCC[C@H]23)cc1,1700.0,nM,5.77
2189,CHEMBL3290202,,433.49,0,NS(=O)(=O)c1ccc(-n2nc(C(=O)NCc3ccccc3)nc2-c2ccccc2)cc1,1700.0,nM,5.77
2190,CHEMBL2115305,,455.94,0,COc1ccc2c(c1)c(CC(=O)NN1CCC[C@@H]1CO)c(C)n2C(=O)c1ccc(Cl)cc1,1700.0,nM,5.77
2191,CHEMBL1289128,,370.25,0,CCCc1cc(OC(F)(F)F)cc2c1O[C@@H](C(F)(F)F)C(C(=O)O)=C2,1700.0,nM,5.77
2192,CHEMBL15791,,362.50,0,CONC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1,1700.0,nM,5.77
2193,CHEMBL466243,,370.36,0,CC(C)Cc1ccc(C(C)C(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])cc1,1700.0,nM,5.77
2194,CHEMBL1917097,,336.39,0,CCc1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1,1700.0,nM,5.77
2195,CHEMBL381680,,400.82,0,CC1([O-])OC(=O)C(c2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1.[Na+],1700.0,nM,5.77
2196,CHEMBL319446,,410.45,0,CC1(C)OC(=O)C(Oc2ncnc3ccccc23)=C1c1ccc(S(C)(=O)=O)cc1,1700.0,nM,5.77
2197,CHEMBL4067079,,408.47,0,c1cc(-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)[nH]n1,1720.0,nM,5.76
2198,CHEMBL338927,,419.30,0,Cc1cc(=O)c(-c2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,1730.0,nM,5.76
2199,CHEMBL482162,,294.27,0,C/C(=C\c1ccc(C(F)(F)F)cc1)c1ccc(O)c(O)c1,1740.0,nM,5.76
2200,CHEMBL3359443,,296.33,0,O=C(NCCc1c[nH]c2ccc(O)cc12)c1ccccc1O,1740.0,nM,5.76
2201,CHEMBL4096972,,326.78,0,Cc1c(C(=O)N(C)c2ccccc2)nc2ccc(Cl)cc2c1O,1740.0,nM,5.76
2202,CHEMBL489489,,269.34,0,C/C(=C\c1ccc(N(C)C)cc1)c1cc(O)cc(O)c1,1740.0,nM,5.76
2203,CHEMBL4071957,,303.33,0,Cc1c(-c2nc3ccccn3c2N=O)cnn1-c1ccccc1,1750.0,nM,5.76
2204,CHEMBL3735352,,461.59,0,CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccs3)C2)cc1,1750.0,nM,5.76
2205,CHEMBL3410351,,419.51,0,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2cccc(O)c2)cc1,1760.0,nM,5.75
2206,CHEMBL3735002,,485.59,0,COc1cccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)c1,1760.0,nM,5.75
2207,CHEMBL4078762,,435.58,0,CN(C)/C=C/C(=O)c1ccc(Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)cc1,1760.0,nM,5.75
2208,CHEMBL2283158,,490.71,1,CC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,1770.0,nM,5.75
2209,CHEMBL4245964,,593.04,2,Cc1cccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccc(Cl)cc2)c1,1770.0,nM,5.75
2210,CHEMBL183653,,318.42,0,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccn1,1780.0,nM,5.75
2211,CHEMBL491080,,242.27,0,C/C(=C\c1ccc(O)cc1)c1cc(O)cc(O)c1,1780.0,nM,5.75
2212,CHEMBL72859,,330.37,0,Cc1oc(=O)n(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,1798.87,nM,5.75
2213,CHEMBL2159924,,428.36,0,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1C,1800.0,nM,5.75
2214,CHEMBL2315018,,383.49,1,CC(C)Cc1ccc(C(C)C(=O)n2c3ccccc3c(=O)c3ccccc32)cc1,1800.0,nM,5.75
2215,CHEMBL577045,,425.39,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CC(=O)O)cc2)cc1,1800.0,nM,5.75
2216,CHEMBL325790,,381.38,0,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cn1,1800.0,nM,5.75
2217,CHEMBL2114342,,455.94,0,COc1ccc2c(c1)c(CC(=O)NN1CCC[C@H]1CO)c(C)n2C(=O)c1ccc(Cl)cc1,1800.0,nM,5.75
2218,CHEMBL2283177,,377.51,1,CC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,1800.0,nM,5.75
2219,CHEMBL1917088,,420.33,0,CS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,1800.0,nM,5.75
2220,CHEMBL150130,,279.34,0,CCc1cc(/C=C/C(N)=O)cc(C(=O)c2ccccc2)c1,1800.0,nM,5.75
2221,CHEMBL280226,,363.55,1,CSC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1,1800.0,nM,5.75
2222,CHEMBL3322422,,403.81,0,NS(=O)(=O)c1ccc(N2CCN=C2c2ccc(Cl)c(C(F)(F)F)c2)cc1,1800.0,nM,5.75
2223,CHEMBL322136,,381.38,0,Cc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,1800.0,nM,5.75
2224,CHEMBL3596282,,419.57,0,COc1ccc(N2CCN(CC3=NO[C@@H]4CCCC[C@@H]4[C@H]3c3ccccc3)CC2)cc1,1800.0,nM,5.75
2225,CHEMBL16251,,346.46,0,CC(C)c1cc(/C=C2\SC(N=C(N)N)=NC2=O)cc(C(C)C)c1O,1800.0,nM,5.75
2226,CHEMBL321407,,350.35,0,NS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,1819.7,nM,5.74
2227,CHEMBL1667876,,369.73,0,Nc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,1820.0,nM,5.74
2228,CHEMBL463624,,433.36,0,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccn(C(F)F)c(=O)c2)cc1,1820.0,nM,5.74
2229,CHEMBL4067108,,334.40,0,Cc1c(C2=C(N=O)Sc3ccccc3N2)cnn1-c1ccccc1,1830.0,nM,5.74
2230,CHEMBL421381,,330.36,0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3O)C(=O)OC2)cc1,1832.0,nM,5.74
2231,CHEMBL12131,CLOSANTEL,663.08,2,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,1839.0,nM,5.74
2232,CHEMBL127268,,340.40,0,Cc1cc(=O)c(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,1840.0,nM,5.74
2233,CHEMBL3747566,,351.41,0,NS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2cccs2)cc1,1840.0,nM,5.74
2234,CHEMBL4788670,,491.62,0,NS(=O)(=O)c1ccc(-n2nc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2-c2ccccc2)cc1,1850.0,nM,5.73
2235,CHEMBL4072942,,480.62,1,c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc1,1860.0,nM,5.73
2236,CHEMBL388625,,298.75,0,CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,1870.0,nM,5.73
2237,CHEMBL4285836,,389.52,None,C[Si](C)(C)c1onc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,1870.0,nM,5.73
2238,CHEMBL4443726,,456.55,1,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1ccccc1,1880.0,nM,5.73
2239,CHEMBL2333738,,409.48,0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCOCC2)cc1,1880.0,nM,5.73
2240,CHEMBL446323,"3,4-DIHYDROXYXANTHONE",228.20,0,O=c1c2ccccc2oc2c(O)c(O)ccc12,1890.0,nM,5.72
2241,CHEMBL406528,,409.39,0,NS(=O)(=O)c1ccc(-c2nc(NCc3ccncc3)cc(C(F)(F)F)n2)cc1,1890.0,nM,5.72
2242,CHEMBL4866615,,335.43,0,Cc1cnc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,1890.0,nM,5.72
2243,CHEMBL275650,,350.42,0,CC1(O)OC(=O)C(c2cccs2)=C1c1ccc(S(C)(=O)=O)cc1,1900.0,nM,5.72
2244,CHEMBL1221677,,378.49,1,CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccc(S(C)(=O)=O)cc1,1900.0,nM,5.72
2245,CHEMBL3290203,,433.49,0,Cc1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,1900.0,nM,5.72
2246,CHEMBL451919,Primin,208.26,0,CCCCCC1=CC(=O)C=C(OC)C1=O,1900.0,nM,5.72
2247,CHEMBL1916968,,514.37,1,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)n1,1900.0,nM,5.72
2248,CHEMBL3264693,,342.81,0,Clc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,1900.0,nM,5.72
2249,CHEMBL4089272,,423.94,0,Cc1c(C(=O)NCCc2ccc(N3CCCC3C)cc2)nc2ccc(Cl)cc2c1O,1910.0,nM,5.72
2250,CHEMBL4095272,,412.87,0,CCOC(=O)C(Cc1ccccc1)NC(=O)c1nc2ccc(Cl)cc2c(O)c1C,1910.0,nM,5.72
2251,CHEMBL259469,,475.41,1,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(C(F)(F)F)cc3)cc(C(F)(F)F)n2)cc1,1920.0,nM,5.72
2252,CHEMBL272587,,421.44,0,Cc1cccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)c1,1930.0,nM,5.71
2253,CHEMBL4449905,,510.60,2,CC(=O)n1nc(-c2ccccc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,1930.0,nM,5.71
2254,CHEMBL408865,,303.39,0,CN(C)c1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,1950.0,nM,5.71
2255,CHEMBL4458369,,458.57,0,COc1cccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)c1,1950.0,nM,5.71
2256,CHEMBL359269,,431.82,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(Cl)c2)cc1CO,1950.0,nM,5.71
2257,CHEMBL3113233,,365.76,0,Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Cl,1960.0,nM,5.71
2258,CHEMBL4852960,,370.46,0,Cc1ncccc1Nc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,1960.0,nM,5.71
2259,CHEMBL4075910,,558.71,1,CS(=O)(=O)c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc1,1960.0,nM,5.71
2260,CHEMBL3745861,,457.51,0,COc1cc(C2CC(c3ccco3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,1970.0,nM,5.71
2261,CHEMBL3309823,,412.39,0,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2c(c1)OCCO2,1970.0,nM,5.71
2262,CHEMBL4080823,,405.51,0,c1cc(-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)on1,1980.0,nM,5.7
2263,CHEMBL3747733,,397.46,0,COc1ccc(C2CC(c3ccco3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,1980.0,nM,5.7
2264,CHEMBL3736416,,515.61,1,COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1OC,1980.0,nM,5.7
2265,CHEMBL1630238,,368.74,1,Cc1ccccc1-c1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,1980.0,nM,5.7
2266,CHEMBL2333733,,435.56,1,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CC(C)CC(C)C2)cc1,1980.0,nM,5.7
2267,CHEMBL4792522,,443.49,0,NS(=O)(=O)c1ccc(-n2nc(NC(=O)NCCCC(=O)O)cc2-c2ccccc2)cc1,1990.0,nM,5.7
2268,CHEMBL224192,,298.75,0,CS(=O)(=O)Nc1ccncc1Oc1cccc(Cl)c1,1990.0,nM,5.7
2269,CHEMBL356283,,415.37,0,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1CO,1990.0,nM,5.7
2270,CHEMBL304810,,384.33,0,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(F)(F)F)cc2)cc1,1999.86,nM,5.7
2271,CHEMBL307233,,383.35,0,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(F)(F)F)cc2)cc1,1999.86,nM,5.7
2272,CHEMBL3809328,,287.36,0,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](N)C(C)C)C(=O)O,2000.0,nM,5.7
2273,CHEMBL3810057,,266.25,0,O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,2000.0,nM,5.7
2274,CHEMBL1766285,,495.65,0,NS(=O)(=O)c1ccc(-n2nc(CCCNC(=O)NC3CCCCCC3)cc2-c2ccccc2)cc1,2000.0,nM,5.7
2275,CHEMBL1814707,,302.73,0,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1Cl.[Na+],2000.0,nM,5.7
2276,CHEMBL589812,,429.51,0,Cc1c(CC(=O)OC(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,2000.0,nM,5.7
2277,CHEMBL143339,,266.41,0,CCCCCCCSc1ccccc1OC(C)=O,2000.0,nM,5.7
2278,CHEMBL356203,,402.12,1,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCCBr)c1Cl,2000.0,nM,5.7
2279,CHEMBL19286,,248.32,0,C[C@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,2000.0,nM,5.7
2280,CHEMBL1766297,,501.49,1,NS(=O)(=O)c1ccc(-n2nc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2-c2ccccc2)cc1,2000.0,nM,5.7
2281,CHEMBL4473414,,442.47,0,COC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](C)N,2000.0,nM,5.7
2282,CHEMBL1682231,,330.37,0,COc1ccc(-n2nnnc2-c2ccc(S(C)(=O)=O)cc2)cc1,2000.0,nM,5.7
2283,CHEMBL266858,,364.51,0,CC(C)(C)c1cc(C(=O)CS(=O)(=O)CC2CC2)cc2c1OCC2(C)C,2000.0,nM,5.7
2284,CHEMBL361848,,403.33,1,CS(=O)(=O)c1ccc(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,2000.0,nM,5.7
2285,CHEMBL2283149,,404.58,1,CCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,2000.0,nM,5.7
2286,CHEMBL35783,,334.44,0,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(C)c2)o1,2000.0,nM,5.7
2287,CHEMBL17218,,352.53,0,CCSc1nnc(-c2nc(C(C)(C)C)c(O)c(C(C)(C)C)n2)s1,2000.0,nM,5.7
2288,CHEMBL260553,,396.44,0,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,2000.0,nM,5.7
2289,CHEMBL2333745,,381.47,0,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)C)cc1,2010.0,nM,5.7
2290,CHEMBL4545249,,442.50,0,COc1ccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,2010.0,nM,5.7
2291,CHEMBL4779788,,439.54,0,NS(=O)(=O)c1ccc(-n2nc(NC(=O)NC3CCCCC3)cc2-c2ccccc2)cc1,2030.0,nM,5.69
2292,CHEMBL17161,,322.42,0,CSc1cc(N)ccc1/N=N/c1ccc(S(N)(=O)=O)cc1,2040.0,nM,5.69
2293,CHEMBL126979,,392.84,0,Cc1cc(=O)c(-c2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,2050.0,nM,5.69
2294,CHEMBL4799379,,486.48,0,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc2-c2ccccc2)cc1,2050.0,nM,5.69
2295,CHEMBL2018673,,398.45,0,COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3C)c(=O)c3c(C)noc23)cc1,2100.0,nM,5.68
2296,CHEMBL2283165,,456.54,0,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)cc1,2100.0,nM,5.68
2297,CHEMBL3322406,,369.27,0,CS(=O)(=O)c1ccc(N2CCN=C2c2ccc(Cl)c(Cl)c2)cc1,2100.0,nM,5.68
2298,CHEMBL4755330,,356.38,0,Cc1ccc(OCC(=O)NNC(=O)/C=C/c2ccc(O)c(O)c2)c(C)c1,2100.0,nM,5.68
2299,CHEMBL141113,,374.46,0,C[S+]([O-])c1ccc(C(Nc2nccs2)C(=O)c2ccc(F)cc2)cc1,2100.0,nM,5.68
2300,CHEMBL3084325,,298.36,0,C[S@+]([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,2100.0,nM,5.68
2301,CHEMBL237592,,415.49,0,CCOC(=O)Cc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2cccc(F)c2)c1C,2100.0,nM,5.68
2302,CHEMBL347688,,356.83,1,COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCC(F)C3)cc1,2100.0,nM,5.68
2303,CHEMBL366807,,333.41,0,CS(=O)(=O)c1ccc(-c2cnsc2-c2ccc(F)cc2)cc1,2100.0,nM,5.68
2304,CHEMBL348348,,331.37,0,Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1,2100.0,nM,5.68
2305,CHEMBL212527,,376.38,0,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc([S@@+](C)[O-])cc2)o1,2100.0,nM,5.68
2306,CHEMBL3746878,,334.35,0,CS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2ccco2)cc1,2110.0,nM,5.68
2307,CHEMBL3736140,,485.59,0,COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,2110.0,nM,5.68
2308,CHEMBL1075636,,351.74,0,O=S(=O)(Nc1ccncc1Nc1ccccc1Cl)C(F)(F)F,2110.0,nM,5.68
2309,CHEMBL4099420,,423.94,0,Cc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)nc2ccc(Cl)cc2c1O,2110.0,nM,5.68
2310,CHEMBL4451723,,469.54,1,c1ccc(COc2ccc(-c3nn(-c4ccccc4)cc3-c3cc(-c4ccccc4)no3)cc2)cc1,2110.0,nM,5.68
2311,CHEMBL4248344,,623.46,2,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Br)cc2)n(-c2ccccc2)n1,2120.0,nM,5.67
2312,CHEMBL4241591,,593.04,2,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(Cl)cc2)cc1,2120.0,nM,5.67
2313,CHEMBL120467,,395.46,0,Cc1cn2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2nc1C,2133.0,nM,5.67
2314,CHEMBL126629,,374.85,0,Cc1cc(=O)c(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,2147.83,nM,5.67
2315,CHEMBL4170210,,378.48,0,Cc1ccc(NC(=S)NNC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,2150.0,nM,5.67
2316,CHEMBL4790503,,476.60,0,NS(=O)(=O)c1ccc(-n2nc(C(=O)NC34CC5CC(CC(C5)C3)C4)cc2-c2ccccc2)cc1,2150.0,nM,5.67
2317,CHEMBL3410341,,417.53,0,Cc1ccc(C2C3CCc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)cc1,2160.0,nM,5.67
2318,CHEMBL314774,,315.33,0,COc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC,2168.0,nM,5.66
2319,CHEMBL3736245,,450.52,0,COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1,2170.0,nM,5.66
2320,CHEMBL4789344,,541.67,1,NS(=O)(=O)c1ccc(-n2nc(NC(=O)NCCCCCCCCCCC(=O)O)cc2-c2ccccc2)cc1,2180.0,nM,5.66
2321,CHEMBL126578,,354.43,0,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1,2180.0,nM,5.66
2322,CHEMBL430783,,334.33,0,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2F)cc1,2197.86,nM,5.66
