"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL347441";"";"0";"412.49";"0";"3.78";"23 (Racemic)";"C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"17.70";"0.34";"3.52";"10.58";"0";"CHEMBL763938";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"CHEMBL3308072";""
"CHEMBL347441";"";"0";"412.49";"0";"3.78";"23 (Racemic)";"C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"13.62";"0.26";"1.84";"8.14";"0";"CHEMBL762902";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Human whole blood (HWB) cell";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL3425982";"";"0";"348.35";"0";"1.61";"(+)-3";"CCO[C@@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@@H]1O";"IC50";"'='";"13700.0";"nM";"4.86";"";"";"UO_0000065";"13.96";"0.27";"3.25";"4.48";"0";"CHEMBL3428611";"Inhibition of human recombinant COX2 pre-incubated for 15 mins followed by addition of heme and fluorometric substrate and further incubated for 15 mins in presence of arachidonic acid by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3425477";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3425979";"";"0";"348.35";"0";"1.61";"(-)-1";"CCOC1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2OC1O";"IC50";"'='";"6040.0";"nM";"5.22";"";"";"UO_0000065";"14.98";"0.29";"3.61";"4.81";"0";"CHEMBL3428611";"Inhibition of human recombinant COX2 pre-incubated for 15 mins followed by addition of heme and fluorometric substrate and further incubated for 15 mins in presence of arachidonic acid by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3425477";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL422075";"";"0";"300.45";"0";"4.08";"35";"CC(C)(C)c1cc(C(=N)N2CCCC2)cc2c1OCC2(C)C";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768957";"Inhibitory activity against prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131087";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL421608";"";"0";"301.43";"0";"4.56";"41";"CC1(C)CC(c2cc(C(C)(C)C)c3c(c2)C(C)(C)CO3)=NO1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"22.22";"0.42";"2.14";"21.74";"0";"CHEMBL768957";"Inhibitory activity against prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131087";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None";""
"CHEMBL155781";"";"0";"412.49";"0";"3.92";"18";"CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"13.42";"0.26";"1.62";"8.02";"0";"CHEMBL762902";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Human whole blood (HWB) cell";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL1950018";"";"0";"324.34";"0";"2.74";"73";"COc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1";"IC50";"'='";"128.0";"nM";"6.89";"";"";"UO_0000065";"21.25";"0.39";"4.15";"7.47";"0";"CHEMBL1955378";"Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949501";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"CHEMBL3307501";""
"CHEMBL1950019";"";"0";"377.23";"0";"4.29";"74";"CCc1cc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)ncc1Cl";"IC50";"'='";"30.7";"nM";"7.51";"";"";"UO_0000065";"19.92";"0.41";"3.22";"9.05";"0";"CHEMBL1955378";"Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949501";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"CHEMBL3307501";""
"CHEMBL63706";"";"0";"375.45";"0";"4.05";"15";"CC(=O)NS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1";"IC50";"'='";"5400.0";"nM";"5.27";"";"";"UO_0000065";"14.03";"0.29";"1.22";"8.33";"0";"CHEMBL875404";"Inhibitory activity against human COX-2 expressed in baculovirus infected Sf9 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128822";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";"CHEMBL3308860";""
"CHEMBL307983";"";"0";"391.45";"0";"3.66";"13";"COC(=O)c1cc(-c2ccc(F)cc2)c(-c2ccc(S(N)(=O)=O)cc2)s1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL875404";"Inhibitory activity against human COX-2 expressed in baculovirus infected Sf9 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128822";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";"CHEMBL3308860";""
"CHEMBL960";"LEFLUNOMIDE";"4";"270.21";"0";"3.25";"SID56422128";"Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL2107687";"VALETHAMATE BROMIDE";"0";"386.37";"0";"3.85";"VALETHAMATE BROMIDE";"CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL155994";"";"0";"416.50";"0";"4.03";"3g";"CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2-c2ccccc2)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"18.06";"0.34";"3.49";"10.90";"0";"CHEMBL763938";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"CHEMBL3308072";""
"CHEMBL444002";"";"0";"395.46";"0";"2.38";"36";"CS(=O)(=O)Nc1cc2c(cc1Oc1ccc(S(C)(=O)=O)cc1)C(=O)CC2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760080";"In vitro inhibition of prostaglandin G/H synthase 2 expressed in human osteosarcoma 143 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128209";"1";"Scientific Literature";"J. Med. Chem.";"1995";"None";""
"CHEMBL43493";"";"0";"394.42";"0";"4.58";"58";"Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C";"IC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"16.43";"0.33";"1.90";"12.47";"1";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL341320";"";"0";"388.42";"0";"4.26";"45";"Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(F)c1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"18.59";"0.37";"2.96";"9.81";"1";"CHEMBL766724";"Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149180";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None";""
"CHEMBL42174";"";"0";"443.88";"0";"4.68";"55";"CN(C)c1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl";"IC50";"'='";"1040.0";"nM";"5.98";"";"";"UO_0000065";"13.48";"0.28";"1.30";"10.84";"1";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL1747";"TOBRAMYCIN";"4";"467.52";"2";"-6.30";"TOBRAMYCIN";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL92401";"IPRONIAZID";"4";"179.22";"0";"0.72";"IPRONIAZID";"CC(C)NNC(=O)c1ccncc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL42651";"";"0";"414.38";"0";"4.11";"44";"COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"16.47";"0.33";"2.71";"11.15";"1";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL154422";"";"0";"417.49";"0";"3.42";"3j";"CS(=O)(=O)c1ccc(-c2cnn(Cc3cccnc3)c(=O)c2-c2ccccc2)cc1";"IC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"12.33";"0.23";"1.73";"6.29";"0";"CHEMBL762902";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Human whole blood (HWB) cell";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL1916955";"";"0";"603.27";"1";"2.84";"9";"O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c1";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"9.20";"0.24";"2.71";"3.98";"0";"CHEMBL1918778";"Inhibition of COX2 by chemiluminescent enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914339";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1916959";"";"0";"341.19";"0";"1.96";"13";"O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccncc1";"IC50";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"14.97";"0.37";"3.15";"6.71";"0";"CHEMBL1918778";"Inhibition of COX2 by chemiluminescent enzyme assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914339";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL2387503";"";"0";"389.82";"1";"5.53";"39";"O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2389916";"Inhibition of COX2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2385013";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL28881";"";"0";"410.42";"0";"3.27";"1u";"CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"4.7";"nM";"8.33";"";"";"UO_0000065";"20.29";"0.41";"5.06";"10.25";"1";"CHEMBL763093";"In vitro inhibitory concentration required to block human recombinant prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130002";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL278246";"";"0";"388.54";"0";"3.62";"18e";"C/C(=C1/SC(N=C(N)N)=NC1=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"12.66";"0.25";"1.30";"4.31";"0";"CHEMBL655562";"IC50 against recombinant human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132621";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL865";"VALDECOXIB";"4";"314.37";"0";"2.96";"2";"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"26.41";"0.52";"5.34";"9.63";"1";"CHEMBL762907";"In Vitro activity of compound against human recombinant Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132956";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL154594";"";"0";"324.79";"0";"2.50";"2j";"CS(=O)(=O)c1ccc(NNC(=O)c2ccc(Cl)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768959";"Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133431";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3307513";""
"CHEMBL282360";"";"0";"427.40";"0";"3.22";"225";"COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1OC";"IC50";"'='";"602.56";"nM";"6.22";"";"";"UO_0000065";"14.55";"0.29";"3.00";"6.45";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL57837";"";"0";"392.85";"1";"5.66";"189";"Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl";"IC50";"'='";"6.026";"nM";"8.22";"";"";"UO_0000065";"20.92";"0.43";"2.56";"24.08";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL422530";"";"0";"281.14";"0";"3.75";"2c";"O=C(NNc1ccc(Cl)cc1)c1ccc(Cl)cc1";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"23.01";"0.49";"2.72";"15.73";"0";"CHEMBL768959";"Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133431";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2000";"CHEMBL3307513";""
"CHEMBL348348";"";"0";"331.37";"0";"3.86";"6b";"Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"17.13";"0.34";"1.82";"9.44";"0";"CHEMBL763088";"In vitro inhibitory activity towards human recombinant Prostaglandin G/H synthase 2 enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135096";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL321898";"";"0";"372.39";"0";"4.02";"70";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccsc2)cc1";"IC50";"'='";"51000.0";"nM";"4.29";"";"";"UO_0000065";"11.53";"0.24";"0.27";"8.26";"0";"CHEMBL655565";"Inhibitory activity against human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133620";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL43366";"";"0";"354.41";"0";"3.87";"3a";"Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"17.28";"0.33";"2.25";"9.74";"0";"CHEMBL2395761";"Inhibition of human COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390933";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"None";""
"CHEMBL348041";"";"0";"333.43";"0";"4.09";"1d";"Cc1nc(-c2ccc(C)s2)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"22.19";"0.46";"3.31";"12.30";"0";"CHEMBL763088";"In vitro inhibitory activity towards human recombinant Prostaglandin G/H synthase 2 enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135096";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL4159797";"";"0";"596.04";"1";"2.93";"14d";"O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)C1CCCN1C(=O)OCc1ccccc1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"8.76";"0.17";"2.29";"3.53";"0";"CHEMBL4151937";"Inhibition of human COX2 pre-incubated for 10 mins before arachidonic acid addition and measured after 2 mins by EIA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145689";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL147141";"";"0";"381.26";"0";"4.34";"23";"COC(=O)[C@@H](C)NC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"13.70";"0.29";"0.88";"7.74";"0";"CHEMBL771918";"Inhibition of the human Prostaglandin G/H synthase 2 was determined by thin-layer chromatography assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135055";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL338105";"";"0";"323.42";"0";"4.06";"1h";"CS(=O)(=O)c1ccc(C2=C(c3ccc(C#N)cc3)CCC2)cc1";"IC50";"'='";"77900.0";"nM";"4.11";"";"";"UO_0000065";"12.70";"0.24";"0.05";"7.09";"0";"CHEMBL769653";"Tested for inhibition against Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127401";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None";""
"CHEMBL351914";"";"0";"331.37";"0";"3.86";"1b";"Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"21.59";"0.42";"3.29";"11.89";"0";"CHEMBL763088";"In vitro inhibitory activity towards human recombinant Prostaglandin G/H synthase 2 enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135096";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL321881";"";"0";"381.38";"0";"3.67";"51";"Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)nc1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"15.43";"0.31";"2.22";"9.08";"1";"CHEMBL655565";"Inhibitory activity against human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133620";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
